Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Status,Department,Technician_Assigned,Overall_Performance_Score,Performance_Tier,Created_Date,Resolution_Time_Hrs,Resolution_Efficiency,Issue_Resolution_Time,Signal_Quality,Reliability_Index,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Remote_Resolution_Attempted,Cost_Of_Resolution,Issue_Impact_Score
2758,6052,Outdoor Dish,Upgrade,Critical,On Hold,Installation,Mary Holt,74,Proficient,2025-04-24 12:36:38.476169,24,High,High_24h,Good,30,3.8,True,True,True,288.65,50
2759,7809,4K Joey,Signal Loss,Critical,Resolved,Installation,Victoria Durham,64,Developing,2025-03-06 12:36:38.476169,29,High,Medium_72h,Excellent,31,2.1,False,True,False,171.01,50
2760,10116,Super Joey,Remote Pairing,High,On Hold,Equipment Support,Todd Garza,48,Developing,2025-05-13 12:36:38.476169,46,Low,Medium_72h,Fair,31,1.8,True,True,False,432.9,50
2761,3280,Hopper 3,Upgrade,Critical,Closed,Technical Support,James Nichols,16,Developing,2024-04-21 12:36:38.476169,51,Low,Medium_72h,Good,28,1.1,False,False,False,442.39,50
2762,10595,Wally,Cancellation,Low,On Hold,Equipment Support,Nicole Grant,29,Developing,2025-04-27 12:36:38.476169,54,Low,Medium_72h,Excellent,31,1.5,True,False,False,59.32,50
2763,2207,Joey,Activation,Critical,Closed,Sales,Matthew Collier,22,Developing,2026-01-20 12:36:38.476169,58,Low,Medium_72h,Good,31,1.7,True,False,True,294.88,50
2764,1285,Hopper 2,Installation,High,Resolved,Network Operations,Matthew Sanchez,64,Developing,2024-10-01 12:36:38.476169,43,Low,Medium_72h,Poor,32,3.1,False,True,True,254.0,50
2765,1416,Outdoor Dish,Upgrade,Critical,In Progress,Technical Support,Ashley Edwards,54,Developing,2025-05-09 12:36:38.476169,49,Low,Medium_72h,Excellent,30,3.1,True,True,True,494.18,50
2766,1535,Outdoor Dish,Installation,High,Open,Technical Support,Taylor Garcia,61,Developing,2024-04-09 12:36:38.476169,35,High,Medium_72h,Good,30,1.3,False,True,False,22.8,50
2767,12921,Hopper 2,Upgrade,Medium,Open,Installation,Kyle Williams,57,Developing,2024-04-09 12:36:38.476169,52,Low,Medium_72h,Fair,32,1.2,False,True,False,388.42,50
2768,5444,Hopper 2,Cancellation,High,Closed,Sales,Erica Pierce,35,Developing,2024-11-27 12:36:38.476169,68,Low,Medium_72h,Excellent,32,4.5,True,False,True,403.46,50
2769,5597,Super Joey,Installation,High,In Progress,Installation,Lisa Adams,48,Developing,2025-08-14 12:36:38.476169,60,Low,Medium_72h,Fair,31,1.9,False,True,False,309.52,50
2770,7251,Outdoor Dish,Signal Loss,High,Clsd,Network Operations,Shannon Harrison,48,Developing,2026-01-16 12:36:38.476169,53,Low,Medium_72h,Good,30,2.2,False,True,False,456.48,50
2771,4201,Joey,Hardware Failure,Low,Open,Billing,Alan Mann,71,Proficient,2025-11-17 12:36:38.476169,61,Low,Medium_72h,Good,31,4.9,True,True,False,202.14,50
2772,8361,Wally,Installation,Medium,Closed,Billing,David King,65,Developing,2024-12-11 12:36:38.476169,42,Low,Medium_72h,Good,31,3.6,False,True,True,255.23,50
2773,3487,Joey,Hardware Failure,Medium,Closed,Technical Support,George Rosales,54,Developing,2025-05-08 12:36:38.476169,26,High,Medium_72h,Excellent,31,3.8,False,False,True,100.66,50
2774,2015,Hopper 2,Installation,Critical,Closed,Installation,Renee Oliver,80,Proficient,2026-01-18 12:36:38.476169,18,High,High_24h,Good,32,3.6,False,True,True,118.71,50
2775,3104,Hopper 2,Upgrade,Low,Closed,Technical Support,Lauren Morgan,71,Proficient,2026-01-16 12:36:38.476169,25,High,Medium_72h,Good,32,3.1,False,True,True,208.03,50
2776,1768,Outdoor Dish,Cancellation,Medium,In Progress,Technical Support,Lisa Russell,48,Developing,2024-06-12 12:36:38.476169,36,High,Medium_72h,Good,30,3.7,False,False,False,172.14,50
2777,4694,Hopper 3,Remote Pairing,Low,Closed,Installation,Jonathan Romero,58,Developing,2026-02-04 12:36:38.476169,57,Low,Medium_72h,Excellent,28,4.0,True,True,True,467.59,50
2778,7537,4K Joey,Hardware Failure,Medium,Closed,Network Operations,Unassigned,53,Developing,2025-03-19 12:36:38.476169,55,Low,Medium_72h,Poor,31,2.4,False,False,False,137.81,50
2779,1215,Joey,Activation,Medium,In Progress,Sales,Sean Smith,48,Developing,2025-01-28 12:36:38.476169,67,Low,Medium_72h,Good,31,2.8,True,False,False,322.55,50
2780,9994,Joey,Installation,Medium,Open,Sales,Willie Dixon,42,Developing,2026-01-13 12:36:38.476169,40,Low,Medium_72h,Good,31,3.9,True,False,False,373.97,50
2781,8558,Outdoor Dish,Upgrade,Critical,Closed,Sales,David Huber,69,Developing,2025-08-19 12:36:38.476169,50,Low,Medium_72h,Poor,30,5.0,False,True,False,427.94,50
2782,7391,Wally,Remote Pairing,High,In Progress,Billing,Brianna Jarvis,43,Developing,2025-01-02 12:36:38.476169,58,Low,Medium_72h,Excellent,31,1.4,False,True,True,343.91,50
2783,12387,Joey,Billing,Medium,Open,Installation,Julie Young,56,Developing,2025-03-31 12:36:38.476169,28,High,Medium_72h,Fair,31,3.9,True,False,True,43.26,50
2784,10135,Hopper 3,Activation,Critical,Open,Billing,Lawrence Brown,58,Developing,2025-02-18 12:36:38.476169,8,High,High_24h,Good,28,3.5,True,False,True,100.3,50
2785,5952,Outdoor Dish,Cancellation,Low,Closed,Sales,Jonathan Jackson,56,Developing,2026-01-08 12:36:38.476169,27,High,Medium_72h,Excellent,30,3.5,False,False,True,492.5,50
2786,4431,Joey,Activation,Critical,Clsd,Installation,Ronnie Page,74,Proficient,2025-10-21 12:36:38.476169,4,High,Critical_4h,Fair,31,2.3,False,True,False,180.11,50
2787,2138,Super Joey,Signal Loss,Medium,Clsd,Network Operations,Tammie Smith,65,Developing,2025-02-07 12:36:38.476169,41,Low,Medium_72h,Fair,31,3.0,False,True,True,212.66,50
2788,3522,4K Joey,Remote Pairing,Medium,On Hold,Technical Support,Alejandro Little,34,Developing,2024-08-27 12:36:38.476169,42,Low,Medium_72h,Poor,31,1.8,True,False,False,105.13,50
2789,8114,Hopper 3,Activation,Critical,On Hold,Equipment Support,Mandy Lawrence,57,Developing,2025-02-05 12:36:38.476169,24,High,High_24h,Excellent,28,1.6,False,True,False,352.81,50
2790,11785,Wally,Activation,Medium,Closed,Billing,Edward Walters,89,Expert,2025-01-09 12:36:38.476169,7,High,High_24h,Fair,31,4.3,False,True,True,94.33,50
2791,11386,Joey,Signal Loss,Critical,Clsd,Sales,Craig Price,78,Proficient,2025-10-01 12:36:38.476169,10,High,High_24h,Excellent,31,3.1,True,True,False,143.76,50
2792,1238,Wally,Hardware Failure,Medium,Closed,Billing,Unassigned,53,Developing,2026-03-10 12:36:38.476169,19,High,High_24h,Excellent,31,3.5,True,False,True,77.1,50
2793,11954,Joey,Cancellation,Low,Clsd,Equipment Support,Jennifer Smith,58,Developing,2024-08-17 12:36:38.476169,33,High,Medium_72h,Excellent,31,2.5,False,False,False,1.38,50
2794,3384,Wally,Remote Pairing,Critical,Open,Technical Support,Michael Perez,63,Developing,2024-04-16 12:36:38.476169,15,High,High_24h,Poor,31,3.0,False,False,True,288.25,50
2795,4932,Super Joey,Remote Pairing,High,Closed,Sales,Sarah Baker,72,Proficient,2024-03-18 12:36:38.476169,10,High,High_24h,Good,31,1.7,True,True,False,29.38,50
2796,6076,Joey,Cancellation,Critical,Open,Technical Support,Christine Garcia,46,Developing,2024-10-14 12:36:38.476169,40,Low,Medium_72h,Good,31,3.4,False,False,False,111.58,50
2797,11503,Joey,Upgrade,Medium,Resolved,Billing,Dr. Meghan Copeland,69,Developing,2024-07-19 12:36:38.476169,34,High,Medium_72h,Fair,31,4.0,False,True,True,367.96,50
2798,12345,Wally,Billing,Critical,On Hold,Billing,Larry Cross,83,Proficient,2024-12-10 12:36:38.476169,26,High,Medium_72h,Good,31,4.8,False,True,False,188.54,50
2799,1506,Joey,Installation,Low,Closed,Sales,Ashley Mclaughlin,83,Proficient,2025-12-10 12:36:38.476169,16,High,High_24h,Poor,31,3.5,False,True,True,20.11,50
2800,2217,Outdoor Dish,Hardware Failure,High,Open,Billing,Christine Lane,54,Developing,2025-02-21 12:36:38.476169,59,Low,Medium_72h,Poor,30,2.2,False,True,True,163.61,50
2801,3761,Joey,Hardware Failure,High,Closed,Billing,Amy Barnes,76,Proficient,2025-04-08 12:36:38.476169,34,High,Medium_72h,Good,31,4.4,False,True,True,225.09,50
2802,12778,Hopper 3,Remote Pairing,Low,On Hold,Network Operations,Elizabeth Klein,48,Developing,2024-09-29 12:36:38.476169,3,High,Critical_4h,Good,28,2.3,True,False,False,217.76,50
2803,3491,Hopper 2,Activation,High,In Progress,Network Operations,Tara Rush,48,Developing,2024-12-08 12:36:38.476169,39,Low,Medium_72h,Poor,32,3.8,False,False,True,132.1,50
2804,8788,4K Joey,Signal Loss,Medium,Closed,Billing,Sean Roberts,71,Proficient,2024-06-06 12:36:38.476169,66,Low,Medium_72h,Excellent,31,4.3,False,True,True,20.35,50
2805,11510,Wally,Activation,Low,Clsd,Technical Support,Kimberly Miller,71,Proficient,2025-08-01 12:36:38.476169,27,High,Medium_72h,Good,31,2.3,False,True,False,255.4,50
2806,3180,Hopper 3,Installation,Critical,Closed,Billing,Daisy Frey,60,Developing,2026-02-13 12:36:38.476169,39,Low,Medium_72h,Poor,28,2.1,True,True,True,176.67,50
2807,6520,4K Joey,Cancellation,Low,Open,Billing,Nicholas Phillips,9,Developing,2024-09-27 12:36:38.476169,72,Low,Medium_72h,Good,31,1.3,False,False,True,496.02,50
2808,12684,Wally,Hardware Failure,Medium,Closed,Technical Support,Suzanne Marquez,39,Developing,2025-04-15 12:36:38.476169,20,High,High_24h,Excellent,31,1.6,True,False,True,167.94,50
2809,10819,Hopper 2,Cancellation,Critical,Closed,Installation,Danny Campbell,58,Developing,2025-09-21 12:36:38.476169,27,High,Medium_72h,Fair,32,2.5,False,True,False,470.66,50
2810,3206,Hopper 2,Upgrade,High,Clsd,Billing,Unassigned,53,Developing,2024-09-05 12:36:38.476169,34,High,Medium_72h,Fair,32,4.2,False,False,False,93.52,50
2811,5757,Joey,Upgrade,Medium,Closed,Sales,Erika Khan,69,Developing,2024-11-18 12:36:38.476169,9,High,High_24h,Good,31,2.6,True,True,False,344.73,50
2812,4132,Outdoor Dish,Hardware Failure,Critical,Resolved,Network Operations,Michelle Garcia,44,Developing,2024-04-08 12:36:38.476169,52,Low,Medium_72h,Fair,30,2.8,False,True,False,409.02,50
2813,3185,Hopper 2,Remote Pairing,Medium,On Hold,Technical Support,Derek Miller,50,Developing,2026-01-26 12:36:38.476169,67,Low,Medium_72h,Good,32,2.4,True,True,True,193.72,50
2814,3024,Hopper 2,Cancellation,Critical,Closed,Equipment Support,Jay Ward,45,Developing,2026-02-05 12:36:38.476169,48,Low,Medium_72h,Poor,32,4.0,False,False,True,181.3,50
2815,11532,Wally,Hardware Failure,Medium,Closed,Billing,Lacey Fernandez,60,Developing,2026-02-03 12:36:38.476169,59,Low,Medium_72h,Good,31,3.9,True,True,False,372.58,50
2816,8672,Hopper 2,Remote Pairing,Low,Closed,Sales,Alison Stone,49,Developing,2024-08-28 12:36:38.476169,64,Low,Medium_72h,Good,32,1.3,False,True,False,63.8,50
2817,4982,Joey,Installation,Critical,Open,Billing,Sean King,66,Developing,2024-04-22 12:36:38.476169,37,Low,Medium_72h,Fair,31,3.9,False,True,False,427.14,50
2818,1511,Hopper 3,Remote Pairing,Critical,In Progress,Sales,Mary Fields,31,Developing,2025-06-10 12:36:38.476169,35,High,Medium_72h,Good,28,1.6,False,False,True,261.46,50
2819,4466,4K Joey,Hardware Failure,Critical,Open,Network Operations,Robert Cross,67,Developing,2024-11-23 12:36:38.476169,43,Low,Medium_72h,Poor,31,3.1,True,True,False,130.46,50
2820,2468,Hopper 3,Hardware Failure,Low,Open,Equipment Support,Bobby Morris,43,Developing,2024-10-19 12:36:38.476169,56,Low,Medium_72h,Excellent,28,4.4,True,False,False,243.06,50
2821,4375,Super Joey,Cancellation,High,Closed,Technical Support,Daniel Reynolds,37,Developing,2026-01-06 12:36:38.476169,63,Low,Medium_72h,Excellent,31,3.0,True,False,False,263.51,50
2822,10967,Wally,Hardware Failure,Low,Closed,Sales,Jonathan Pearson,47,Developing,2025-11-15 12:36:38.476169,19,High,High_24h,Fair,31,3.3,False,False,True,277.27,50
2823,4771,Super Joey,Upgrade,Medium,On Hold,Equipment Support,Teresa Howard,58,Developing,2024-11-18 12:36:38.476169,40,Low,Medium_72h,Good,31,2.6,True,True,False,354.88,50
2824,12579,4K Joey,Hardware Failure,High,Clsd,Technical Support,Eric Knapp,56,Developing,2025-06-29 12:36:38.476169,30,High,Medium_72h,Poor,31,3.7,True,False,True,137.88,50
2825,12066,Hopper 3,Hardware Failure,Critical,Resolved,Equipment Support,Bryan Norton,69,Developing,2025-01-26 12:36:38.476169,24,High,High_24h,Excellent,28,3.2,False,True,True,311.93,50
2826,5912,4K Joey,Remote Pairing,Low,In Progress,Billing,Shawn Bailey,67,Developing,2025-04-18 12:36:38.476169,21,High,High_24h,Fair,31,3.1,True,True,True,370.83,50
2827,11536,Hopper 2,Remote Pairing,Low,Clsd,Sales,Austin Gutierrez Md,88,Expert,2025-03-29 12:36:38.476169,6,High,High_24h,Excellent,32,4.4,False,True,True,165.68,50
2828,1704,Super Joey,Signal Loss,Critical,In Progress,Technical Support,Michael Martinez,40,Developing,2025-04-27 12:36:38.476169,55,Low,Medium_72h,Fair,31,3.2,False,True,True,312.86,50
2829,4957,Hopper 3,Billing,Low,Closed,Billing,Brittney Taylor,48,Developing,2025-01-12 12:36:38.476169,65,Low,Medium_72h,Poor,28,1.6,True,True,False,150.67,50
2830,5578,Hopper 3,Activation,Low,Open,Network Operations,Carol Alexander,58,Developing,2025-01-27 12:36:38.476169,38,Low,Medium_72h,Excellent,28,3.1,False,True,False,497.88,50
2831,8907,Hopper 2,Billing,High,On Hold,Network Operations,Jennifer Castro,29,Developing,2025-12-21 12:36:38.476169,46,Low,Medium_72h,Excellent,32,1.5,True,False,False,185.76,50
2832,5444,Hopper 3,Installation,Medium,Open,Network Operations,Chelsea Yang,70,Proficient,2025-07-02 12:36:38.476169,29,High,Medium_72h,Good,28,2.4,True,True,False,15.43,50
2833,8363,Hopper 2,Signal Loss,Medium,Resolved,Equipment Support,Gina Moss,47,Developing,2025-06-07 12:36:38.476169,36,High,Medium_72h,Good,32,1.4,True,True,False,480.62,50
2834,4225,Wally,Hardware Failure,Medium,Closed,Equipment Support,Andrew Jackson,79,Proficient,2025-01-29 12:36:38.476169,40,Low,Medium_72h,Good,31,4.1,True,True,False,1.38,50
2835,1116,Joey,Cancellation,Medium,In Progress,Network Operations,Cynthia Stephens,57,Developing,2026-02-26 12:36:38.476169,9,High,High_24h,Fair,31,3.0,True,False,True,3.5,50
2836,11667,Hopper 2,Hardware Failure,Medium,Open,Equipment Support,Stacy Barr Dvm,47,Developing,2024-12-16 12:36:38.476169,36,High,Medium_72h,Good,32,3.9,True,False,True,247.12,50
2837,9190,Hopper 2,Upgrade,High,Clsd,Network Operations,Jeffery Martinez,49,Developing,2025-10-20 12:36:38.476169,44,Low,Medium_72h,Good,32,1.7,False,True,False,385.2,50
2838,1344,Joey,Billing,High,Open,Equipment Support,Mary Carter,49,Developing,2025-04-10 12:36:38.476169,72,Low,Medium_72h,Good,31,2.2,False,True,False,202.2,50
2839,2640,Outdoor Dish,Cancellation,High,Closed,Equipment Support,Carolyn Wade,82,Proficient,2024-10-13 12:36:38.476169,12,High,High_24h,Excellent,30,4.7,False,True,True,360.15,50
2840,11540,4K Joey,Installation,Low,Closed,Sales,Ernest Scott,37,Developing,2025-08-27 12:36:38.476169,66,Low,Medium_72h,Fair,31,3.4,False,False,False,99.63,50
2841,6693,Outdoor Dish,Upgrade,High,In Progress,Billing,Unassigned,53,Developing,2024-10-05 12:36:38.476169,5,High,High_24h,Poor,30,2.5,True,False,False,341.03,50
2842,11247,Hopper 3,Hardware Failure,Medium,Open,Technical Support,Stacey Tucker,35,Developing,2025-04-05 12:36:38.476169,38,Low,Medium_72h,Good,28,3.1,True,False,False,441.93,50
2843,4010,Joey,Installation,High,Closed,Network Operations,Craig Green,86,Expert,2025-06-30 12:36:38.476169,8,High,High_24h,Excellent,31,4.7,False,True,True,274.66,50
2844,4045,Hopper 2,Billing,Medium,Closed,Sales,James Booker,89,Expert,2026-01-08 12:36:38.476169,6,High,High_24h,Good,32,4.8,True,True,False,231.77,50
2845,9660,Outdoor Dish,Signal Loss,Low,Closed,Network Operations,John Abbott,33,Developing,2024-03-16 12:36:38.476169,24,High,High_24h,Poor,30,1.2,False,False,True,225.12,50
2846,3297,Hopper 3,Billing,Medium,Clsd,Network Operations,Denise Gallagher,44,Developing,2026-01-19 12:36:38.476169,51,Low,Medium_72h,Fair,28,3.5,False,False,False,73.04,50
2847,3633,Joey,Cancellation,Medium,In Progress,Billing,Nichole Willis,52,Developing,2025-03-31 12:36:38.476169,43,Low,Medium_72h,Excellent,31,1.4,False,True,False,222.22,50
2848,9022,Joey,Billing,Medium,Resolved,Technical Support,Emily Weaver,33,Developing,2025-08-23 12:36:38.476169,2,High,Critical_4h,Good,31,1.2,True,False,False,475.68,50
2849,3585,Super Joey,Signal Loss,Low,In Progress,Technical Support,Larry Mitchell,39,Developing,2025-12-03 12:36:38.476169,32,High,Medium_72h,Excellent,31,2.9,True,False,False,315.75,50
2850,3683,Wally,Remote Pairing,Critical,On Hold,Technical Support,Brenda Anderson,53,Developing,2026-02-26 12:36:38.476169,22,High,High_24h,Good,31,3.2,True,False,False,22.72,50
2851,11536,Joey,Signal Loss,Medium,Closed,Equipment Support,James Ward,30,Developing,2025-12-10 12:36:38.476169,57,Low,Medium_72h,Poor,31,2.7,False,False,True,272.73,50
2852,1246,Wally,Billing,High,Clsd,Billing,Teresa Pittman,42,Developing,2026-03-06 12:36:38.476169,52,Low,Medium_72h,Good,31,3.9,False,False,False,217.38,50
2853,5500,4K Joey,Remote Pairing,Low,Resolved,Network Operations,Thomas Powers,43,Developing,2025-09-20 12:36:38.476169,38,Low,Medium_72h,Excellent,31,4.0,True,False,True,359.4,50
2854,1292,Hopper 3,Signal Loss,Critical,Open,Sales,Brittany Richards,35,Developing,2024-05-03 12:36:38.476169,49,Low,Medium_72h,Fair,28,3.8,True,False,True,457.67,50
2855,6328,Hopper 3,Cancellation,High,Closed,Network Operations,Ashley Adams,54,Developing,2024-10-03 12:36:38.476169,9,High,High_24h,Fair,28,4.0,False,False,True,328.4,50
2856,4856,Wally,Billing,Low,On Hold,Technical Support,Jennifer Brown,44,Developing,2024-11-12 12:36:38.476169,22,High,High_24h,Poor,31,1.3,True,False,True,386.32,50
2857,6221,Joey,Activation,Medium,Open,Billing,Alicia Perez,82,Proficient,2026-03-10 12:36:38.476169,12,High,High_24h,Excellent,31,3.1,False,True,True,4.29,50
2858,7954,4K Joey,Upgrade,High,Resolved,Equipment Support,John Austin,64,Developing,2024-12-19 12:36:38.476169,2,High,Critical_4h,Good,31,1.7,False,True,False,396.5,50
2859,12453,Wally,Remote Pairing,High,Open,Billing,Zachary Johnson,43,Developing,2025-01-20 12:36:38.476169,10,High,High_24h,Good,31,1.1,True,False,False,242.71,50
2860,4812,Hopper 3,Cancellation,High,Closed,Network Operations,Diane Stout,50,Developing,2025-01-05 12:36:38.476169,35,High,Medium_72h,Poor,28,4.2,False,False,True,234.62,50
2861,7175,Wally,Signal Loss,Critical,On Hold,Technical Support,Brian Orr,22,Developing,2025-08-22 12:36:38.476169,59,Low,Medium_72h,Excellent,31,2.4,False,False,False,451.1,50
2862,8359,Wally,Installation,High,Clsd,Equipment Support,Emily Morris,69,Developing,2025-10-12 12:36:38.476169,3,High,Critical_4h,Good,31,1.3,False,True,True,126.33,50
2863,1687,4K Joey,Installation,High,Closed,Technical Support,Jason Burton,56,Developing,2024-05-23 12:36:38.476169,52,Low,Medium_72h,Fair,31,2.2,False,True,True,191.0,50
2864,9265,4K Joey,Remote Pairing,Low,Closed,Sales,Eric Diaz,38,Developing,2024-06-23 12:36:38.476169,28,High,Medium_72h,Poor,31,1.7,False,False,False,118.55,50
2865,9256,Outdoor Dish,Hardware Failure,Critical,On Hold,Billing,Robert Kelley,81,Proficient,2025-10-19 12:36:38.476169,1,High,Critical_4h,Poor,30,4.3,False,True,True,430.41,50
2866,7500,Outdoor Dish,Remote Pairing,Critical,On Hold,Sales,Richard Hernandez,45,Developing,2026-02-16 12:36:38.476169,55,Low,Medium_72h,Good,30,4.5,False,False,False,228.88,50
2867,10648,Hopper 2,Billing,High,Closed,Billing,Elizabeth Castro,70,Proficient,2025-04-23 12:36:38.476169,49,Low,Medium_72h,Poor,32,4.5,False,True,True,282.14,50
2868,2309,Joey,Cancellation,Critical,Clsd,Installation,Beth Ramirez,72,Proficient,2024-07-13 12:36:38.476169,30,High,Medium_72h,Poor,31,3.6,True,True,True,232.82,50
2869,4309,Super Joey,Remote Pairing,Critical,On Hold,Technical Support,Julian Mitchell,64,Developing,2024-05-13 12:36:38.476169,8,High,High_24h,Poor,31,4.9,False,False,True,234.55,50
2870,10839,Hopper 2,Signal Loss,Critical,Clsd,Network Operations,Jessica Parsons,22,Developing,2024-07-16 12:36:38.476169,63,Low,Medium_72h,Good,32,2.7,True,False,True,472.7,50
2871,8281,Joey,Remote Pairing,Medium,Closed,Equipment Support,Zachary Lowery,73,Proficient,2025-12-17 12:36:38.476169,51,Low,Medium_72h,Good,31,4.9,False,True,False,281.48,50
2872,3834,Super Joey,Upgrade,High,In Progress,Network Operations,Robert Brown,58,Developing,2025-08-17 12:36:38.476169,20,High,High_24h,Fair,31,4.8,True,False,True,251.2,50
2873,9150,Super Joey,Cancellation,Low,On Hold,Technical Support,John Lambert,69,Developing,2025-01-04 12:36:38.476169,23,High,High_24h,Good,31,3.4,True,True,True,374.54,50
2874,1579,4K Joey,Hardware Failure,Medium,Closed,Technical Support,Janet Gray,28,Developing,2025-06-27 12:36:38.476169,36,High,Medium_72h,Excellent,31,1.9,True,False,True,415.45,50
2875,2971,Hopper 2,Installation,High,Closed,Billing,Terri Powers,43,Developing,2024-05-01 12:36:38.476169,45,Low,Medium_72h,Excellent,32,4.4,True,False,False,386.36,50
2876,8174,Super Joey,Hardware Failure,High,Resolved,Technical Support,Andrew Watson,87,Expert,2024-12-19 12:36:38.476169,5,High,High_24h,Excellent,31,4.5,False,True,False,253.63,50
2877,2741,Hopper 2,Billing,Critical,Closed,Equipment Support,Erin Huffman,60,Developing,2024-09-06 12:36:38.476169,14,High,High_24h,Poor,32,4.6,False,False,False,208.83,50
2878,12048,Wally,Activation,Low,Clsd,Equipment Support,Rita Stephens,76,Proficient,2024-11-16 12:36:38.476169,31,High,Medium_72h,Fair,31,4.1,True,True,True,216.69,50
2879,9752,4K Joey,Installation,High,Closed,Technical Support,Courtney Fischer,59,Developing,2025-02-27 12:36:38.476169,8,High,High_24h,Excellent,31,1.4,True,True,True,380.87,50
2880,2534,Super Joey,Billing,Low,Clsd,Technical Support,James Mendez,28,Developing,2024-11-11 12:36:38.476169,59,Low,Medium_72h,Good,31,1.3,True,False,False,6.26,50
2881,2307,Super Joey,Signal Loss,Medium,Clsd,Network Operations,Don Harris,66,Developing,2024-06-22 12:36:38.476169,30,High,Medium_72h,Good,31,2.2,True,True,False,109.91,50
2882,2345,Hopper 3,Remote Pairing,Low,Resolved,Installation,Dr. Sara Jones,46,Developing,2024-05-09 12:36:38.476169,28,High,Medium_72h,Poor,28,3.0,False,False,False,156.16,50
2883,11613,Hopper 2,Hardware Failure,Low,On Hold,Network Operations,Kenneth Allen,62,Developing,2025-11-08 12:36:38.476169,1,High,Critical_4h,Fair,32,2.1,True,True,True,97.95,50
2884,7721,Hopper 3,Signal Loss,Low,Closed,Technical Support,Jessica Caldwell,67,Developing,2025-11-03 12:36:38.476169,10,High,High_24h,Poor,28,2.9,False,True,False,345.82,50
2885,8743,Super Joey,Billing,Medium,Open,Equipment Support,Calvin Macdonald,61,Developing,2025-05-03 12:36:38.476169,72,Low,Medium_72h,Good,31,4.8,True,True,False,400.46,50
2886,9430,Joey,Installation,Medium,Closed,Network Operations,Caleb Martin,70,Proficient,2025-11-25 12:36:38.476169,25,High,Medium_72h,Excellent,31,4.2,True,True,True,494.89,50
2887,10320,Joey,Activation,Low,Clsd,Billing,Mario Wilcox,56,Developing,2025-02-18 12:36:38.476169,53,Low,Medium_72h,Excellent,31,3.4,True,True,True,454.79,50
2888,10118,Super Joey,Signal Loss,Critical,Closed,Installation,Carl Cannon,88,Expert,2024-10-19 12:36:38.476169,11,High,High_24h,Good,31,4.8,False,True,False,204.83,50
2889,2315,4K Joey,Remote Pairing,Low,On Hold,Network Operations,Jocelyn Hess,36,Developing,2025-03-12 12:36:38.476169,31,High,Medium_72h,Poor,31,2.6,True,False,True,365.32,50
2890,1499,Joey,Remote Pairing,Medium,In Progress,Billing,Tammie Aguilar,24,Developing,2026-01-25 12:36:38.476169,55,Low,Medium_72h,Poor,31,1.8,False,False,False,301.33,50
2891,6092,Joey,Upgrade,Low,Resolved,Technical Support,Thomas Carter,36,Developing,2024-11-29 12:36:38.476169,18,High,High_24h,Fair,31,2.2,False,False,True,432.39,50
2892,4376,Hopper 2,Activation,Low,Closed,Technical Support,Ashley Jones,96,Expert,2026-02-23 12:36:38.476169,7,High,High_24h,Excellent,32,5.0,False,True,False,41.06,50
2893,1461,Hopper 3,Hardware Failure,High,Closed,Billing,Kathleen Miller,71,Proficient,2024-12-16 12:36:38.476169,25,High,Medium_72h,Good,28,4.6,False,True,True,317.77,50
2894,6133,Joey,Signal Loss,High,Resolved,Billing,Jacob Hammond,43,Developing,2024-10-31 12:36:38.476169,68,Low,Medium_72h,Fair,31,4.3,True,False,True,108.9,50
2895,10417,Hopper 3,Hardware Failure,Critical,On Hold,Installation,Tonya Atkinson,66,Developing,2025-07-16 12:36:38.476169,63,Low,Medium_72h,Excellent,28,4.3,True,True,True,226.08,50
2896,12869,Wally,Billing,Low,Closed,Technical Support,Stephanie Johnson,35,Developing,2026-02-15 12:36:38.476169,47,Low,Medium_72h,Excellent,31,1.4,False,False,True,416.32,50
2897,7115,4K Joey,Signal Loss,Low,Resolved,Equipment Support,Dalton Vega,26,Developing,2024-04-18 12:36:38.476169,47,Low,Medium_72h,Poor,31,2.3,False,False,True,420.37,50
2898,11805,Outdoor Dish,Cancellation,Low,Resolved,Network Operations,Jessica Jackson,46,Developing,2026-01-23 12:36:38.476169,18,High,High_24h,Good,30,1.2,True,False,True,398.32,50
2899,2656,Super Joey,Hardware Failure,Critical,Closed,Installation,Jason Love,74,Proficient,2026-03-12 12:36:38.476169,39,Low,Medium_72h,Good,31,3.7,False,True,False,83.61,50
2900,8323,Hopper 2,Hardware Failure,Critical,Closed,Equipment Support,Stephanie Romero,36,Developing,2025-07-28 12:36:38.476169,63,Low,Medium_72h,Excellent,32,3.4,True,False,False,181.06,50
2901,5590,Super Joey,Remote Pairing,High,On Hold,Sales,Anita Deleon,47,Developing,2024-04-01 12:36:38.476169,14,High,High_24h,Poor,31,2.5,True,False,False,158.42,50
2902,12173,Outdoor Dish,Hardware Failure,High,Clsd,Equipment Support,Eric Barker,57,Developing,2025-01-04 12:36:38.476169,31,High,Medium_72h,Good,30,1.8,True,True,True,286.81,50
2903,11825,Super Joey,Billing,High,Closed,Equipment Support,Patrick Kelley,37,Developing,2025-11-22 12:36:38.476169,25,High,Medium_72h,Excellent,31,2.0,False,False,True,260.62,50
