Program_Genre,Channel_Name,Device_Type,Stream_Quality,Total_View_Duration_Mins,Total_Engagement_Hours,Average_View_Duration_Mins,Total_Views,Unique_Customer_Count,Avg_Buffering_Events,Avg_User_Rating,Quality_Satisfaction,Engagement_Score,Popularity_Tier,Customer_Penetration,Genre_Strength_Index,Device_Adoption_Index,Content_Health,Viewing_Frequency,Content_Reach_Score,Ad_Opportunity_Score
Documentary,Local Channel,Set-Top Box,4K,522,8.7,104.4,5,5,9.2,2.6,Poor,50,Low,27,98,99,Healthy,10,20,17
Documentary,Local Channel,Set-Top Box,HD,666,11.1,133.2,5,5,6.8,2.6,Poor,54,Low,27,98,99,Healthy,10,20,17
Documentary,Local Channel,Set-Top Box,SD,649,10.816666666666666,92.71428571428571,7,7,10.428571428571429,3.4285714285714284,Poor,58,High,38,98,99,Healthy,10,26,25
Documentary,Local Channel,Smart Tv,4K,1378,22.966666666666665,196.85714285714286,7,7,8.571428571428571,4.142857142857143,Poor,73,High,38,98,95,Healthy,10,26,22
Documentary,Local Channel,Smart Tv,HD,618,10.3,154.5,4,4,12.5,3.0,Poor,56,Low,22,98,95,Healthy,10,17,10
Documentary,Local Channel,Smart Tv,SD,705,11.75,176.25,4,4,8.5,4.75,Poor,69,Low,22,98,95,Healthy,10,17,3
Documentary,Local Channel,Tablet,4K,178,2.966666666666667,89.0,2,2,7.5,3.0,Poor,42,Low,11,98,96,At_Risk,10,10,0
Documentary,Local Channel,Tablet,HD,1129,18.816666666666666,161.28571428571428,7,7,7.857142857142857,3.7142857142857144,Poor,67,High,38,98,96,Healthy,10,26,24
Documentary,Local Channel,Tablet,SD,308,5.133333333333334,77.0,4,4,4.0,2.75,Fair,46,Low,22,98,96,At_Risk,10,17,11
Documentary,Nbc,Laptop,4K,1076,17.933333333333334,134.5,8,8,10.25,3.125,Poor,62,High,44,98,100,Healthy,10,30,31
Documentary,Nbc,Laptop,HD,1034,17.233333333333334,172.33333333333334,6,6,9.911832760595647,2.3333333333333335,Poor,58,Medium,33,98,100,Healthy,10,23,23
Documentary,Nbc,Laptop,SD,1477,24.616666666666667,113.61538461538461,13,13,8.923076923076923,2.6923076923076925,Poor,64,Viral,72,98,100,Healthy,10,47,61
Documentary,Nbc,Mobile App,4K,870,14.5,124.28571428571429,7,7,7.142857142857143,2.857142857142857,Poor,58,High,38,98,96,Healthy,10,26,27
Documentary,Nbc,Mobile App,HD,849,14.15,121.28571428571429,7,7,6.84885616102111,2.5714285714285716,Poor,56,High,38,98,96,Healthy,10,26,28
Documentary,Nbc,Mobile App,SD,1131,18.85,161.57142857142858,7,7,3.7142857142857144,2.7142857142857144,Fair,61,High,38,98,96,Healthy,10,26,28
Documentary,Nbc,Set-Top Box,4K,709,11.816666666666666,101.28571428571429,7,7,6.857142857142857,3.5714285714285716,Poor,60,High,38,98,99,Healthy,10,26,24
Documentary,Nbc,Set-Top Box,HD,784,13.066666666666666,112.0,7,7,7.142857142857143,2.5714285714285716,Poor,55,High,38,98,99,Healthy,10,26,28
Documentary,Nbc,Set-Top Box,SD,1457,24.283333333333335,182.125,8,8,8.25,2.375,Poor,63,High,44,98,99,Healthy,10,30,34
Documentary,Nbc,Smart Tv,4K,651,10.85,162.75,4,4,7.25,2.25,Poor,52,Low,22,98,95,Healthy,10,17,13
Documentary,Nbc,Smart Tv,HD,1516,25.266666666666666,151.6,10,10,6.547099656357389,3.2,Poor,67,Viral,55,98,95,Healthy,10,37,42
Documentary,Nbc,Smart Tv,SD,930,15.5,132.85714285714286,7,7,7.857142857142857,2.4285714285714284,Poor,56,High,38,98,95,Healthy,10,26,29
Documentary,Nbc,Tablet,4K,664,11.066666666666666,110.66666666666667,6,6,8.833333333333334,2.1666666666666665,Poor,51,Medium,33,98,96,Healthy,10,23,24
Documentary,Nbc,Tablet,HD,763,12.716666666666667,127.16666666666667,6,6,7.333333333333333,3.0,Poor,57,Medium,33,98,96,Healthy,10,23,21
Documentary,Nbc,Tablet,SD,1332,22.2,133.2,10,10,8.5,2.9,Poor,64,Viral,55,98,96,Healthy,10,37,43
Documentary,Netflix,Laptop,4K,885,14.75,126.42857142857143,7,7,8.638713794796269,3.0,Poor,59,High,38,98,100,Healthy,10,26,26
Documentary,Netflix,Laptop,HD,1098,18.3,122.0,9,9,6.888888888888889,3.111111111111111,Poor,62,Viral,50,98,100,Healthy,10,34,37
Documentary,Netflix,Laptop,SD,1239,20.65,137.66666666666666,9,9,11.11111111111111,3.3333333333333335,Poor,65,Viral,50,98,100,Healthy,10,34,36
Documentary,Netflix,Mobile App,4K,742,12.366666666666667,92.75,8,8,6.6838745704467355,3.0,Poor,57,High,44,98,96,Healthy,10,30,32
Documentary,Netflix,Mobile App,HD,717,11.95,102.42857142857143,7,7,9.63871379479627,3.0,Poor,57,High,38,98,96,Healthy,10,26,26
Documentary,Netflix,Mobile App,SD,1207,20.116666666666667,150.875,8,8,7.125,3.0,Poor,63,High,44,98,96,Healthy,10,30,32
Documentary,Netflix,Set-Top Box,4K,573,9.55,114.6,5,5,7.8,2.4,Poor,50,Low,27,98,99,Healthy,10,20,18
Documentary,Netflix,Set-Top Box,HD,824,13.733333333333333,137.33333333333334,6,6,6.333333333333333,3.1666666666666665,Poor,59,Medium,33,98,99,Healthy,10,23,20
Documentary,Netflix,Set-Top Box,SD,692,11.533333333333333,115.33333333333333,6,6,5.833333333333333,3.0,Poor,56,Medium,33,98,99,Healthy,10,23,21
Documentary,Netflix,Smart Tv,4K,568,9.466666666666667,113.6,5,5,11.2,3.0,Poor,54,Low,27,98,95,Healthy,10,20,15
Documentary,Netflix,Smart Tv,HD,1031,17.183333333333334,147.28571428571428,7,7,8.714285714285714,2.857142857142857,Poor,60,High,38,98,95,Healthy,10,26,27
Documentary,Netflix,Smart Tv,SD,427,7.116666666666666,106.75,4,4,5.25,4.5,Poor,60,Low,22,98,95,Healthy,10,17,4
Documentary,Netflix,Tablet,4K,814,13.566666666666666,101.75,8,8,7.25,3.25,Poor,60,High,44,98,96,Healthy,10,30,31
Documentary,Netflix,Tablet,HD,384,6.4,128.0,3,3,9.333333333333334,3.6666666666666665,Poor,54,Low,16,98,96,Healthy,10,13,1
Documentary,Netflix,Tablet,SD,941,15.683333333333334,134.42857142857142,7,7,5.352999509081983,3.7142857142857144,Poor,64,High,38,98,96,Healthy,10,26,24
Documentary,Showtime,Laptop,4K,1109,18.483333333333334,110.9,10,10,7.8,2.4,Poor,58,Viral,55,98,100,Healthy,10,37,45
Documentary,Showtime,Laptop,HD,288,4.8,72.0,4,4,8.5,3.0,Poor,47,Low,22,98,100,At_Risk,10,17,10
Documentary,Showtime,Laptop,SD,626,10.433333333333334,104.33333333333333,6,6,8.5,2.3333333333333335,Poor,51,Medium,33,98,100,Healthy,10,23,23
Documentary,Showtime,Mobile App,4K,155,2.5833333333333335,38.75,4,4,8.0,3.75,Poor,48,Low,22,98,96,At_Risk,10,17,7
Documentary,Showtime,Mobile App,HD,390,6.5,130.0,3,3,6.333333333333333,2.3333333333333335,Poor,46,Low,16,98,96,At_Risk,10,13,7
Documentary,Showtime,Mobile App,SD,788,13.133333333333333,131.33333333333334,6,6,5.0,2.8333333333333335,Fair,57,Medium,33,98,96,Healthy,10,23,21
Documentary,Showtime,Set-Top Box,4K,517,8.616666666666667,129.25,4,4,5.25,3.0,Poor,53,Low,22,98,99,Healthy,10,17,10
Documentary,Showtime,Set-Top Box,HD,362,6.033333333333333,120.66666666666667,3,3,5.0,1.0,Fair,37,Low,16,98,99,At_Risk,10,13,12
Documentary,Showtime,Set-Top Box,SD,996,16.6,124.5,8,8,10.0,2.875,Poor,60,High,44,98,99,Healthy,10,30,32
Documentary,Showtime,Smart Tv,4K,282,4.7,94.0,3,3,7.333333333333333,2.0,Poor,40,Low,16,98,95,At_Risk,10,13,8
Documentary,Showtime,Smart Tv,HD,1166,19.433333333333334,106.0,11,11,5.5401811933770695,2.8181818181818183,Poor,61,Viral,61,98,95,Healthy,10,40,49
Documentary,Showtime,Smart Tv,SD,643,10.716666666666667,107.16666666666667,6,6,7.0,2.8333333333333335,Poor,54,Medium,33,98,95,Healthy,10,23,21
Documentary,Showtime,Tablet,4K,222,3.7,111.0,2,2,7.0,3.5,Poor,47,Low,11,98,96,At_Risk,10,10,0
Documentary,Showtime,Tablet,HD,818,13.633333333333333,116.85714285714286,7,7,8.352999509081984,2.5714285714285716,Poor,56,High,38,98,96,Healthy,10,26,28
Documentary,Showtime,Tablet,SD,643,10.716666666666667,128.6,5,5,9.4,3.6,Poor,59,Low,27,98,96,Healthy,10,20,13
Drama,Abc,Laptop,4K,583,9.716666666666667,145.75,4,4,10.0,3.25,Poor,56,Low,22,98,100,Healthy,10,17,9
Drama,Abc,Laptop,HD,1200,20.0,133.33333333333334,9,9,5.385666284841543,2.5555555555555554,Poor,60,Viral,50,98,100,Healthy,10,34,39
Drama,Abc,Laptop,SD,1660,27.666666666666668,138.33333333333334,12,12,8.166666666666666,2.8333333333333335,Poor,66,Viral,66,98,100,Healthy,10,43,55
Drama,Abc,Mobile App,4K,809,13.483333333333333,101.125,8,8,8.75,2.5,Poor,55,High,44,98,96,Healthy,10,30,34
Drama,Abc,Mobile App,HD,584,9.733333333333333,116.8,5,5,6.494199312714777,2.6,Poor,52,Low,27,98,96,Healthy,10,20,17
Drama,Abc,Mobile App,SD,598,9.966666666666667,149.5,4,4,11.25,3.5,Poor,58,Low,22,98,96,Healthy,10,17,8
Drama,Abc,Set-Top Box,4K,995,16.583333333333332,142.14285714285714,7,7,9.142857142857142,2.7142857142857144,Poor,59,High,38,98,99,Healthy,10,26,28
Drama,Abc,Set-Top Box,HD,713,11.883333333333333,118.83333333333333,6,6,7.0,2.3333333333333335,Poor,53,Medium,33,98,99,Healthy,10,23,23
Drama,Abc,Set-Top Box,SD,1020,17.0,170.0,6,6,6.833333333333333,3.8333333333333335,Poor,67,Medium,33,98,99,Healthy,10,23,17
Drama,Abc,Smart Tv,4K,761,12.683333333333334,108.71428571428571,7,7,7.428571428571429,3.0,Poor,57,High,38,98,95,Healthy,10,26,26
Drama,Abc,Smart Tv,HD,738,12.3,105.42857142857143,7,7,9.210142366224842,3.0,Poor,57,High,38,98,95,Healthy,10,26,26
Drama,Abc,Smart Tv,SD,715,11.916666666666666,143.0,5,5,10.4,4.2,Poor,64,Low,27,98,95,Healthy,10,20,10
Drama,Abc,Tablet,4K,346,5.766666666666667,173.0,2,2,7.5,1.5,Poor,42,Low,11,98,96,At_Risk,10,10,5
Drama,Abc,Tablet,HD,888,14.8,148.0,6,6,8.745166093928981,3.6666666666666665,Poor,64,Medium,33,98,96,Healthy,10,23,18
Drama,Abc,Tablet,SD,1125,18.75,140.625,8,8,5.125,2.25,Poor,58,High,44,98,96,Healthy,10,30,35
Drama,Amc,Laptop,4K,368,6.133333333333334,92.0,4,4,6.5,2.25,Poor,45,Low,22,98,100,At_Risk,10,17,13
Drama,Amc,Laptop,HD,1054,17.566666666666666,150.57142857142858,7,7,7.428571428571429,2.7142857142857144,Poor,60,High,38,98,100,Healthy,10,26,28
Drama,Amc,Laptop,SD,74,1.2333333333333334,24.666666666666668,3,3,2.3333333333333335,1.6666666666666667,Fair,31,Low,16,98,100,At_Risk,10,13,9
Drama,Amc,Mobile App,4K,1266,21.1,115.0909090909091,11,11,6.363636363636363,3.0,Poor,63,Viral,61,98,96,Healthy,10,40,49
Drama,Amc,Mobile App,HD,714,11.9,119.0,6,6,7.0,2.3333333333333335,Poor,53,Medium,33,98,96,Healthy,10,23,23
Drama,Amc,Mobile App,SD,416,6.933333333333334,104.0,4,4,6.867749140893471,3.25,Poor,52,Low,22,98,96,Healthy,10,17,9
Drama,Amc,Set-Top Box,4K,381,6.35,127.0,3,3,7.0,4.0,Poor,56,Low,16,98,99,Healthy,10,13,0
Drama,Amc,Set-Top Box,HD,1585,26.416666666666668,198.125,8,8,4.75,2.625,Fair,66,High,44,98,99,Healthy,10,30,33
Drama,Amc,Set-Top Box,SD,763,12.716666666666667,152.6,5,5,7.2,3.2,Poor,59,Low,27,98,99,Healthy,10,20,14
Drama,Amc,Smart Tv,4K,214,3.566666666666667,214.0,1,1,4.0,3.0,Fair,50,Low,5,98,95,Healthy,10,7,0
Drama,Amc,Smart Tv,HD,1058,17.633333333333333,151.14285714285714,7,7,7.428571428571429,2.857142857142857,Poor,61,High,38,98,95,Healthy,10,26,27
Drama,Amc,Smart Tv,SD,897,14.95,112.125,8,8,8.183874570446736,3.375,Poor,61,High,44,98,95,Healthy,10,30,30
Drama,Amc,Tablet,4K,1012,16.866666666666667,144.57142857142858,7,7,5.781570937653412,3.4285714285714284,Poor,64,High,38,98,96,Healthy,10,26,25
Drama,Amc,Tablet,HD,676,11.266666666666667,169.0,4,4,8.75,2.75,Poor,56,Low,22,98,96,Healthy,10,17,11
Drama,Amc,Tablet,SD,520,8.666666666666666,130.0,4,4,6.117749140893471,3.75,Poor,58,Low,22,98,96,Healthy,10,17,7
Drama,Cbs,Laptop,4K,558,9.3,186.0,3,3,8.333333333333334,2.3333333333333335,Poor,52,Low,16,98,100,Healthy,10,13,7
Drama,Cbs,Laptop,HD,730,12.166666666666666,91.25,8,8,7.375,3.375,Poor,59,High,44,98,100,Healthy,10,30,30
Drama,Cbs,Laptop,SD,758,12.633333333333333,126.33333333333333,6,6,7.823665521191295,2.8333333333333335,Poor,56,Medium,33,98,100,Healthy,10,23,21
Drama,Cbs,Mobile App,4K,239,3.9833333333333334,79.66666666666667,3,3,7.333333333333333,2.3333333333333335,Poor,41,Low,16,98,96,At_Risk,10,13,7
Drama,Cbs,Mobile App,HD,668,11.133333333333333,111.33333333333333,6,6,7.666666666666667,3.1666666666666665,Poor,57,Medium,33,98,96,Healthy,10,23,20
Drama,Cbs,Mobile App,SD,1237,20.616666666666667,154.625,8,8,4.625,2.625,Fair,61,High,44,98,96,Healthy,10,30,33
Drama,Cbs,Set-Top Box,4K,1009,16.816666666666666,144.14285714285714,7,7,9.0,3.142857142857143,Poor,62,High,38,98,99,Healthy,10,26,26
Drama,Cbs,Set-Top Box,HD,493,8.216666666666667,123.25,4,4,7.0,2.25,Poor,48,Low,22,98,99,At_Risk,10,17,13
Drama,Cbs,Set-Top Box,SD,564,9.4,112.8,5,5,5.6,2.8,Poor,53,Low,27,98,99,Healthy,10,20,16
Drama,Cbs,Smart Tv,4K,796,13.266666666666667,88.44444444444444,9,9,8.274555173730432,3.7777777777777777,Poor,63,Viral,50,98,95,Healthy,10,34,34
Drama,Cbs,Smart Tv,HD,752,12.533333333333333,94.0,8,8,8.375,2.625,Poor,55,High,44,98,95,Healthy,10,30,33
Drama,Cbs,Smart Tv,SD,1298,21.633333333333333,185.42857142857142,7,7,8.142857142857142,3.4285714285714284,Poor,68,High,38,98,95,Healthy,10,26,25
Drama,Cbs,Tablet,4K,403,6.716666666666667,57.57142857142857,7,7,8.21014236622484,2.2857142857142856,Poor,48,High,38,98,96,At_Risk,10,26,29
Drama,Cbs,Tablet,HD,788,13.133333333333333,131.33333333333334,6,6,6.0,3.5,Poor,61,Medium,33,98,96,Healthy,10,23,19
Drama,Cbs,Tablet,SD,687,11.45,76.33333333333333,9,9,5.0,2.3333333333333335,Fair,53,Viral,50,98,96,Healthy,10,34,40
Drama,Cnn,Laptop,4K,1758,29.3,159.8181818181818,11,11,9.22463605123399,2.8181818181818183,Poor,67,Viral,61,98,100,Healthy,10,40,49
Drama,Cnn,Laptop,HD,898,14.966666666666667,128.28571428571428,7,7,9.285714285714286,3.7142857142857144,Poor,64,High,38,98,100,Healthy,10,26,24
Drama,Cnn,Laptop,SD,632,10.533333333333333,158.0,4,4,7.5,3.5,Poor,59,Low,22,98,100,Healthy,10,17,8
Drama,Cnn,Mobile App,4K,626,10.433333333333334,104.33333333333333,6,6,7.5,2.5,Poor,52,Medium,33,98,96,Healthy,10,23,23
Drama,Cnn,Mobile App,HD,873,14.55,174.6,5,5,8.2,2.8,Poor,59,Low,27,98,96,Healthy,10,20,16
Drama,Cnn,Mobile App,SD,268,4.466666666666667,67.0,4,4,5.75,4.0,Poor,52,Low,22,98,96,Healthy,10,17,6
Drama,Cnn,Set-Top Box,4K,1201,20.016666666666666,133.44444444444446,9,9,7.222222222222222,3.4444444444444446,Poor,66,Viral,50,98,99,Healthy,10,34,36
Drama,Cnn,Set-Top Box,HD,378,6.3,126.0,3,3,8.333333333333334,4.333333333333333,Poor,58,Low,16,98,99,Healthy,10,13,0
Drama,Cnn,Set-Top Box,SD,689,11.483333333333333,137.8,5,5,9.294199312714778,2.4,Poor,53,Low,27,98,99,Healthy,10,20,18
Drama,Cnn,Smart Tv,4K,1398,23.3,99.85714285714286,14,14,7.319356897398135,2.142857142857143,Poor,60,Viral,77,98,95,Healthy,10,50,69
Drama,Cnn,Smart Tv,HD,511,8.516666666666667,73.0,7,7,6.352999509081983,3.2857142857142856,Poor,55,High,38,98,95,Healthy,10,26,25
Drama,Cnn,Smart Tv,SD,533,8.883333333333333,88.83333333333333,6,6,6.166666666666667,3.0,Poor,53,Medium,33,98,95,Healthy,10,23,21
Drama,Cnn,Tablet,4K,873,14.55,145.5,6,6,5.166666666666667,2.5,Poor,56,Medium,33,98,96,Healthy,10,23,23
Drama,Cnn,Tablet,HD,130,2.1666666666666665,43.333333333333336,3,3,10.0,3.0,Poor,41,Low,16,98,96,At_Risk,10,13,4
Drama,Cnn,Tablet,SD,706,11.766666666666667,117.66666666666667,6,6,7.333333333333333,2.8333333333333335,Poor,55,Medium,33,98,96,Healthy,10,23,21
Drama,Discovery Channel,Laptop,4K,1762,29.366666666666667,160.1818181818182,11,11,6.090909090909091,3.090909090909091,Poor,69,Viral,61,98,100,Healthy,10,40,48
Drama,Discovery Channel,Laptop,HD,1540,25.666666666666668,154.0,10,10,6.447099656357388,3.5,Poor,69,Viral,55,98,100,Healthy,10,37,41
Drama,Discovery Channel,Laptop,SD,878,14.633333333333333,109.75,8,8,8.183874570446735,4.0,Poor,65,High,44,98,100,Healthy,10,30,28
Drama,Discovery Channel,Mobile App,4K,375,6.25,93.75,4,4,9.0,3.0,Poor,49,Low,22,98,96,At_Risk,10,17,10
Drama,Discovery Channel,Mobile App,HD,750,12.5,125.0,6,6,5.74516609392898,2.6666666666666665,Poor,55,Medium,33,98,96,Healthy,10,23,22
Drama,Discovery Channel,Mobile App,SD,588,9.8,147.0,4,4,7.0,4.0,Poor,61,Low,22,98,96,Healthy,10,17,6
Drama,Discovery Channel,Set-Top Box,4K,1048,17.466666666666665,149.71428571428572,7,7,5.0,2.5714285714285716,Fair,59,High,38,98,99,Healthy,10,26,28
Drama,Discovery Channel,Set-Top Box,HD,1281,21.35,106.75,12,12,6.916666666666667,3.0833333333333335,Poor,64,Viral,66,98,99,Healthy,10,43,54
Drama,Discovery Channel,Set-Top Box,SD,581,9.683333333333334,96.83333333333333,6,6,4.911832760595647,2.6666666666666665,Fair,52,Medium,33,98,99,Healthy,10,23,22
Drama,Discovery Channel,Smart Tv,4K,106,1.7666666666666666,53.0,2,2,9.0,2.0,Poor,32,Low,11,98,95,At_Risk,10,10,3
Drama,Discovery Channel,Smart Tv,HD,212,3.533333333333333,106.0,2,2,3.0,2.0,Fair,38,Low,11,98,95,At_Risk,10,10,3
Drama,Discovery Channel,Smart Tv,SD,233,3.8833333333333333,77.66666666666667,3,3,13.333333333333334,4.0,Poor,51,Low,16,98,95,Healthy,10,13,0
Drama,Discovery Channel,Tablet,4K,1698,28.3,141.5,12,12,9.833333333333334,2.9166666666666665,Poor,67,Viral,66,98,96,Healthy,10,43,54
Drama,Discovery Channel,Tablet,HD,641,10.683333333333334,91.57142857142857,7,7,7.285714285714286,3.4285714285714284,Poor,58,High,38,98,96,Healthy,10,26,25
Drama,Discovery Channel,Tablet,SD,503,8.383333333333333,167.66666666666666,3,3,7.666666666666667,4.333333333333333,Poor,62,Low,16,98,96,Healthy,10,13,0
Drama,Disney+,Laptop,4K,471,7.85,157.0,3,3,5.0,2.3333333333333335,Fair,49,Low,16,98,100,At_Risk,10,13,7
Drama,Disney+,Laptop,HD,688,11.466666666666667,114.66666666666667,6,6,9.166666666666666,3.0,Poor,56,Medium,33,98,100,Healthy,10,23,21
Drama,Disney+,Laptop,SD,567,9.45,283.5,2,2,6.0,2.0,Poor,56,Low,11,98,100,Healthy,10,10,3
Drama,Disney+,Mobile App,4K,908,15.133333333333333,100.88888888888889,9,9,7.777777777777778,3.7777777777777777,Poor,64,Viral,50,98,96,Healthy,10,34,34
Drama,Disney+,Mobile App,HD,587,9.783333333333333,73.375,8,8,9.875,3.125,Poor,56,High,44,98,96,Healthy,10,30,31
Drama,Disney+,Mobile App,SD,536,8.933333333333334,107.2,5,5,5.0,3.2,Fair,54,Low,27,98,96,Healthy,10,20,14
Drama,Disney+,Set-Top Box,4K,329,5.483333333333333,82.25,4,4,5.25,4.0,Poor,54,Low,22,98,99,Healthy,10,17,6
Drama,Disney+,Set-Top Box,HD,779,12.983333333333333,97.375,8,8,9.375,3.25,Poor,59,High,44,98,99,Healthy,10,30,31
Drama,Disney+,Set-Top Box,SD,1123,18.716666666666665,160.42857142857142,7,7,4.857142857142857,3.7142857142857144,Fair,67,High,38,98,99,Healthy,10,26,24
Drama,Disney+,Smart Tv,4K,688,11.466666666666667,76.44444444444444,9,9,7.888888888888889,3.111111111111111,Poor,58,Viral,50,98,95,Healthy,10,34,37
Drama,Disney+,Smart Tv,HD,726,12.1,103.71428571428571,7,7,7.781570937653412,3.5714285714285716,Poor,60,High,38,98,95,Healthy,10,26,24
Drama,Disney+,Smart Tv,SD,917,15.283333333333333,131.0,7,7,9.067285223367698,3.2857142857142856,Poor,61,High,38,98,95,Healthy,10,26,25
Drama,Disney+,Tablet,4K,1203,20.05,133.66666666666666,9,9,9.385666284841543,3.4444444444444446,Poor,66,Viral,50,98,96,Healthy,10,34,36
Drama,Disney+,Tablet,HD,394,6.566666666666666,98.5,4,4,7.25,3.25,Poor,51,Low,22,98,96,Healthy,10,17,9
Drama,Disney+,Tablet,SD,1555,25.916666666666668,141.36363636363637,11,11,6.951908778506716,2.8181818181818183,Poor,65,Viral,61,98,96,Healthy,10,40,49
Drama,Espn,Laptop,4K,491,8.183333333333334,81.83333333333333,6,6,10.833333333333334,3.3333333333333335,Poor,55,Medium,33,98,100,Healthy,10,23,19
Drama,Espn,Laptop,HD,42,0.7,21.0,2,2,11.0,3.0,Poor,35,Low,11,98,100,At_Risk,10,10,0
Drama,Espn,Laptop,SD,828,13.8,138.0,6,6,7.666666666666667,2.3333333333333335,Poor,55,Medium,33,98,100,Healthy,10,23,23
Drama,Espn,Mobile App,4K,398,6.633333333333334,99.5,4,4,5.25,3.0,Poor,50,Low,22,98,96,Healthy,10,17,10
Drama,Espn,Mobile App,HD,374,6.233333333333333,93.5,4,4,5.0,2.5,Fair,46,Low,22,98,96,At_Risk,10,17,12
Drama,Espn,Mobile App,SD,1260,21.0,140.0,9,9,9.777777777777779,2.6666666666666665,Poor,62,Viral,50,98,96,Healthy,10,34,39
Drama,Espn,Set-Top Box,4K,737,12.283333333333333,92.125,8,8,9.875,3.375,Poor,59,High,44,98,99,Healthy,10,30,30
Drama,Espn,Set-Top Box,HD,568,9.466666666666667,113.6,5,5,6.0,3.0,Poor,54,Low,27,98,99,Healthy,10,20,15
Drama,Espn,Set-Top Box,SD,864,14.4,123.42857142857143,7,7,4.714285714285714,3.5714285714285716,Fair,62,High,38,98,99,Healthy,10,26,24
Drama,Espn,Smart Tv,4K,473,7.883333333333334,236.5,2,2,6.0,3.5,Poor,60,Low,11,98,95,Healthy,10,10,0
Drama,Espn,Smart Tv,HD,287,4.783333333333333,143.5,2,2,9.0,3.5,Poor,51,Low,11,98,95,Healthy,10,10,0
Drama,Espn,Smart Tv,SD,861,14.35,123.0,7,7,8.571428571428571,2.4285714285714284,Poor,55,High,38,98,95,Healthy,10,26,29
Drama,Espn,Tablet,4K,624,10.4,124.8,5,5,8.6,2.2,Poor,50,Low,27,98,96,Healthy,10,20,18
Drama,Espn,Tablet,HD,994,16.566666666666666,124.25,8,8,7.625,3.375,Poor,63,High,44,98,96,Healthy,10,30,30
Drama,Espn,Tablet,SD,1554,25.9,141.27272727272728,11,11,9.363636363636363,3.090909090909091,Poor,67,Viral,61,98,96,Healthy,10,40,48
Drama,Fox News,Laptop,4K,652,10.866666666666667,93.14285714285714,7,7,6.781570937653412,2.0,Poor,50,High,38,98,100,Healthy,10,26,30
Drama,Fox News,Laptop,HD,441,7.35,110.25,4,4,6.25,3.5,Poor,54,Low,22,98,100,Healthy,10,17,8
Drama,Fox News,Laptop,SD,700,11.666666666666666,175.0,4,4,10.117749140893471,1.5,Poor,49,Low,22,98,100,At_Risk,10,17,16
Drama,Fox News,Mobile App,4K,625,10.416666666666666,125.0,5,5,7.4,2.6,Poor,53,Low,27,98,96,Healthy,10,20,17
Drama,Fox News,Mobile App,HD,344,5.733333333333333,68.8,5,5,7.0,2.2,Poor,44,Low,27,98,96,At_Risk,10,20,18
Drama,Fox News,Mobile App,SD,1038,17.3,129.75,8,8,9.125,3.25,Poor,63,High,44,98,96,Healthy,10,30,31
Drama,Fox News,Set-Top Box,4K,1168,19.466666666666665,194.66666666666666,6,6,7.333333333333333,3.0,Poor,65,Medium,33,98,99,Healthy,10,23,21
Drama,Fox News,Set-Top Box,HD,424,7.066666666666666,70.66666666666667,6,6,4.666666666666667,2.6666666666666665,Fair,49,Medium,33,98,99,At_Risk,10,23,22
Drama,Fox News,Set-Top Box,SD,1022,17.033333333333335,113.55555555555556,9,9,8.882443680794196,3.7777777777777777,Poor,65,Viral,50,98,99,Healthy,10,34,34
Drama,Fox News,Smart Tv,4K,1255,20.916666666666668,139.44444444444446,9,9,8.88888888888889,3.2222222222222223,Poor,65,Viral,50,98,95,Healthy,10,34,37
Drama,Fox News,Smart Tv,HD,339,5.65,169.5,2,2,5.0,3.0,Fair,50,Low,11,98,95,Healthy,10,10,0
Drama,Fox News,Smart Tv,SD,978,16.3,195.6,5,5,6.0,2.2,Poor,58,Low,27,98,95,Healthy,10,20,18
Drama,Fox News,Tablet,4K,957,15.95,119.625,8,8,9.433874570446736,3.625,Poor,64,High,44,98,96,Healthy,10,30,29
Drama,Fox News,Tablet,HD,278,4.633333333333334,69.5,4,4,4.867749140893471,3.0,Fair,47,Low,22,98,96,At_Risk,10,17,10
Drama,Fox News,Tablet,SD,1193,19.883333333333333,170.42857142857142,7,7,8.352999509081984,3.0,Poor,64,High,38,98,96,Healthy,10,26,26
Drama,Hbo,Laptop,4K,627,10.45,104.5,6,6,5.166666666666667,3.1666666666666665,Poor,56,Medium,33,98,100,Healthy,10,23,20
Drama,Hbo,Laptop,HD,1249,20.816666666666666,156.125,8,8,6.4338745704467355,3.5,Poor,67,High,44,98,100,Healthy,10,30,30
Drama,Hbo,Laptop,SD,720,12.0,120.0,6,6,9.745166093928981,3.5,Poor,60,Medium,33,98,100,Healthy,10,23,19
Drama,Hbo,Mobile App,4K,557,9.283333333333333,92.83333333333333,6,6,6.166666666666667,3.0,Poor,54,Medium,33,98,96,Healthy,10,23,21
Drama,Hbo,Mobile App,HD,856,14.266666666666667,142.66666666666666,6,6,6.323665521191295,2.6666666666666665,Poor,57,Medium,33,98,96,Healthy,10,23,22
Drama,Hbo,Mobile App,SD,347,5.783333333333333,115.66666666666667,3,3,7.0,3.6666666666666665,Poor,53,Low,16,98,96,Healthy,10,13,1
Drama,Hbo,Set-Top Box,4K,588,9.8,147.0,4,4,7.0,3.25,Poor,56,Low,22,98,99,Healthy,10,17,9
Drama,Hbo,Set-Top Box,HD,404,6.733333333333333,101.0,4,4,4.25,2.75,Fair,49,Low,22,98,99,At_Risk,10,17,11
