Log_ID,Customer_ID,Channel_Name,Program_Genre,Device_Type,Network_Type,View_Duration_Mins,Stream_Quality,Video_Resolution,Buffering_Events,Start_Time,End_Time,Timestamp,Content_Type,Playback_Speed,Subtitles_Enabled,Closed_Captions_Enabled,DVR_Playback,Skip_Ads,User_Rating,Autoplay_Triggered
5565,10431,Netflix,Comedy,Tablet,Mobile Network,10,4K,480p,4.0,2025-04-25 15:23:39.452582,2025-10-08 14:11:39.452582,2026-02-08 13:02:39.452582,Live,1x,False,True,True,False,2.0,True
5566,12091,Local Channel,Animation,Set-top Box,Cellular,112,4K,720p,12.0,2025-05-29 11:07:39.452582,2026-03-14 05:19:39.452582,2026-01-11 05:34:39.452582,Live,2x,False,True,True,True,3.0,True
5567,12010,CBS,Reality TV,Tablet,Cellular,188,HD,720p,8.0,2026-01-04 19:07:39.452582,2025-05-29 06:40:39.452582,2025-12-09 23:21:39.452582,Live,2x,True,True,True,True,,False
5568,7433,ESPN,Thriller,Mobile App,Cellular,14,4K,1080p,9.0,2025-03-31 21:53:39.452582,2025-10-21 02:19:39.452582,2025-09-30 23:07:39.452582,Live,1.5x,True,True,True,True,5.0,True
5569,2848,CBS,News,Laptop,Guest WiFi,99,4K,1080p,13.0,2025-09-14 00:20:39.452582,2025-12-31 09:44:39.452582,2025-05-04 18:37:39.452582,On-Demand,1.5x,False,True,True,False,1.0,False
5570,7306,ESPN,Drama,Laptop,Home WiFi,37,4K,480p,11.0,2025-06-23 00:14:39.452582,2025-06-15 02:14:39.452582,2025-08-31 03:31:39.452582,On-Demand,1.5x,True,True,True,True,1.0,False
5571,12912,FOX News,Series,Set-top Box,Home WiFi,45,HD,1080p,11.0,2026-01-27 18:06:39.452582,2025-05-20 09:00:39.452582,2025-10-12 20:42:39.452582,Recorded,1.5x,False,False,True,False,4.0,False
5572,7328,Showtime,Animation,Set-top Box,Mobile Network,43,HD,1080p,5.0,2025-07-13 15:56:39.452582,2025-06-17 13:02:39.452582,2025-09-26 17:32:39.452582,Live,0.5x,True,False,False,True,1.0,False
5573,6311,Disney+,Talk Show,Mobile App,Home WiFi,190,HD,480p,11.0,2025-05-16 19:23:39.452582,2025-10-11 00:17:39.452582,2026-01-13 15:57:39.452582,On-Demand,1x,True,False,False,False,,False
5574,7216,ESPN,Animation,Mobile App,Mobile Network,8,4K,2160p,0.0,2025-12-07 05:21:39.452582,2025-12-19 13:39:39.452582,2025-11-23 05:35:39.452582,On-Demand,2x,True,True,False,True,5.0,False
5575,7376,HGTV,Movie,Mobile App,Guest WiFi,126,SD,720p,12.0,2025-12-23 08:22:39.452582,2025-06-06 19:08:39.452582,2025-06-24 15:47:39.452582,On-Demand,0.5x,True,True,False,True,2.0,True
5576,1050,FOX News,Drama,Set-top Box,Guest WiFi,205,4K,2160p,6.0,2025-05-06 12:01:39.452582,2025-03-30 02:04:39.452582,2026-02-17 11:52:39.452582,Live,0.5x,True,False,False,True,1.0,True
5577,3574,HGTV,Series,Tablet,Cellular,73,4K,720p,6.0,2026-01-29 08:02:39.452582,2025-10-16 15:34:39.452582,2026-02-23 00:31:39.452582,Recorded,2x,False,True,False,False,3.0,False
5578,9901,NBC,Sports,Mobile App,Guest WiFi,100,HD,1080p,,2025-10-05 21:35:39.452582,2025-09-13 05:48:39.452582,2025-07-21 19:21:39.452582,On-Demand,1x,False,False,True,True,5.0,True
5579,6686,Netflix,Talk Show,Set-top Box,Home WiFi,213,HD,480p,0.0,2025-08-29 01:39:39.452582,2025-06-01 21:05:39.452582,2025-06-01 20:05:39.452582,Live,2x,True,False,True,False,1.0,True
5580,11793,Showtime,Documentary,Smart TV,Home WiFi,64,SD,2160p,13.0,2025-10-28 23:01:39.452582,2025-12-31 22:18:39.452582,2025-07-17 01:01:39.452582,Live,0.5x,True,True,True,False,1.0,False
5581,2954,CNN,Series,Set-top Box,Cellular,231,SD,480p,11.0,2025-09-05 09:59:39.452582,2025-09-21 12:06:39.452582,2025-04-23 19:16:39.452582,Live,1.5x,True,False,False,True,5.0,False
5582,10176,ABC,Thriller,Laptop,Mobile Network,45,SD,480p,11.0,2025-05-25 08:39:39.452582,2026-01-21 14:16:39.452582,2025-11-18 21:02:39.452582,Live,2x,False,True,False,True,2.0,True
5583,12732,HBO,Series,Laptop,Mobile Network,157,HD,2160p,3.0,2025-06-22 23:31:39.452582,2025-03-24 23:44:39.452582,2025-12-24 16:25:39.452582,On-Demand,2x,True,False,False,False,5.0,True
5584,12612,Showtime,News,Mobile App,Mobile Network,109,SD,480p,2.0,2025-11-25 00:50:39.452582,2025-12-03 09:10:39.452582,2025-10-10 18:31:39.452582,Recorded,0.5x,True,True,True,True,5.0,False
5585,9576,CBS,Sports,Mobile App,Mobile Network,105,4K,1080p,12.0,2025-09-03 13:04:39.452582,2025-11-25 00:16:39.452582,2025-08-06 19:13:39.452582,Recorded,2x,True,True,True,True,5.0,True
5586,12639,CBS,Talk Show,Tablet,Mobile Network,207,HD,1080p,5.0,2025-09-24 11:52:39.452582,2025-08-26 06:54:39.452582,2025-04-04 10:16:39.452582,Live,1x,True,True,False,False,2.0,False
5587,7423,Netflix,Series,Mobile App,Guest WiFi,238,4K,2160p,11.0,2025-12-24 16:27:39.452582,2025-04-13 06:59:39.452582,2025-11-29 06:11:39.452582,Recorded,0.5x,True,False,False,True,4.0,True
5588,11078,Local Channel,Thriller,Set-top Box,Home WiFi,158,HD,1080p,12.0,2025-07-20 11:40:39.452582,2026-02-13 00:49:39.452582,2025-08-24 17:17:39.452582,Live,1x,False,True,False,False,5.0,True
5589,10721,Discovery Channel,Animation,Laptop,Mobile Network,188,4K,720p,12.0,2026-02-24 12:45:39.452582,2025-05-30 22:26:39.452582,2025-10-22 09:55:39.452582,Live,2x,True,True,False,True,4.0,True
5590,3294,HBO,Movie,Laptop,Guest WiFi,151,HD,720p,4.0,2026-01-14 15:46:39.452582,2025-10-20 03:46:39.452582,2025-04-22 02:42:39.452582,Recorded,1.5x,False,False,False,False,5.0,True
5591,9392,FOX News,Drama,Smart TV,Mobile Network,164,4K,480p,15.0,2025-04-29 13:41:39.452582,2025-04-13 05:49:39.452582,2025-04-27 08:23:39.452582,Live,1.5x,True,False,False,False,1.0,False
5592,1911,NBC,Animation,Mobile App,Guest WiFi,91,4K,720p,5.0,2026-03-11 02:21:39.452582,2026-02-24 22:14:39.452582,2025-10-31 18:18:39.452582,Live,1.5x,False,True,False,True,5.0,True
5593,6430,AMC,Thriller,Smart TV,Cellular,99,HD,1080p,5.0,2025-03-16 01:52:39.452582,2025-06-03 15:35:39.452582,2025-08-25 10:03:39.452582,Live,1x,False,False,False,False,3.0,False
5594,3025,HGTV,Documentary,Set-top Box,Home WiFi,46,HD,480p,14.0,2025-03-22 05:59:39.452582,2025-11-05 09:53:39.452582,2026-01-27 14:13:39.452582,On-Demand,0.5x,False,False,True,False,4.0,True
5595,6668,Discovery Channel,Documentary,Mobile App,Cellular,220,4K,2160p,4.0,2025-08-24 07:35:39.452582,2025-05-20 19:04:39.452582,2025-08-31 11:16:39.452582,On-Demand,1x,False,True,True,False,2.0,False
5596,11495,CBS,Drama,Laptop,Cellular,179,SD,720p,11.0,2025-10-07 23:58:39.452582,2025-04-08 08:18:39.452582,2025-08-19 03:38:39.452582,On-Demand,1x,False,False,True,False,3.0,False
5597,9347,CNN,Drama,Smart TV,Guest WiFi,22,4K,2160p,3.0,2025-07-14 07:10:39.452582,2025-07-30 22:36:39.452582,2025-09-17 07:41:39.452582,Live,0.5x,False,True,False,False,4.0,True
5598,5158,Netflix,Movie,Laptop,Mobile Network,24,SD,480p,6.0,2026-01-19 10:32:39.452582,2025-06-06 11:03:39.452582,2026-01-19 06:27:39.452582,On-Demand,1.5x,True,False,True,True,1.0,False
5599,9981,Local Channel,Drama,Mobile App,Guest WiFi,32,4K,2160p,1.0,2025-08-15 13:38:39.452582,2025-12-06 00:20:39.452582,2025-04-18 17:54:39.452582,On-Demand,1x,True,False,False,True,1.0,False
5600,8749,Local Channel,Comedy,Set-top Box,Cellular,217,HD,1080p,12.0,2025-07-26 22:51:39.452582,2025-04-10 00:05:39.452582,2025-04-02 12:23:39.452582,Recorded,2x,False,True,True,True,4.0,True
5601,11625,AMC,Reality TV,Laptop,Cellular,96,HD,720p,14.0,2026-01-17 13:29:39.452582,2025-10-29 15:18:39.452582,2026-02-21 05:13:39.452582,On-Demand,1x,True,False,True,False,3.0,False
5602,9342,CBS,Drama,Laptop,Cellular,73,SD,720p,6.0,2025-07-07 06:25:39.452582,2026-02-07 12:28:39.452582,2025-10-15 18:02:39.452582,Recorded,2x,False,False,False,True,3.0,False
5603,11944,CNN,Documentary,Mobile App,Mobile Network,156,SD,480p,7.0,2025-06-11 03:15:39.452582,2025-07-17 20:26:39.452582,2026-01-31 03:24:39.452582,Live,2x,True,True,False,True,1.0,False
5604,7223,Local Channel,Animation,Tablet,Guest WiFi,77,4K,480p,1.0,2025-03-28 11:36:39.452582,2026-01-03 17:52:39.452582,2026-02-19 01:58:39.452582,Live,0.5x,True,True,False,True,,False
5605,12510,Local Channel,Movie,Laptop,Home WiFi,166,4K,1080p,5.0,2025-09-23 07:38:39.452582,2025-04-30 21:44:39.452582,2026-03-05 09:45:39.452582,Live,1.5x,False,True,False,True,1.0,False
5606,3841,Showtime,Series,Laptop,Guest WiFi,50,SD,2160p,8.0,2025-04-28 09:06:39.452582,2025-07-14 01:40:39.452582,2025-05-25 10:50:39.452582,On-Demand,0.5x,False,True,True,True,1.0,False
5607,12202,HBO,News,Laptop,Guest WiFi,192,4K,720p,4.0,2025-12-29 11:00:39.452582,2025-10-16 14:05:39.452582,2025-08-21 07:02:39.452582,Live,1x,False,False,False,False,3.0,False
5608,3108,FOX News,Movie,Tablet,Cellular,53,4K,1080p,11.0,2025-04-26 03:22:39.452582,2025-08-31 09:25:39.452582,2026-01-16 18:38:39.452582,Live,2x,True,True,True,False,4.0,True
5609,10108,CNN,Comedy,Smart TV,Cellular,169,SD,1080p,12.0,2025-05-17 15:39:39.452582,2025-12-26 02:58:39.452582,2025-10-10 03:10:39.452582,Recorded,0.5x,False,True,True,True,2.0,False
5610,3060,FOX News,Drama,Mobile App,Guest WiFi,70,SD,480p,14.0,2025-05-14 03:03:39.452582,2025-10-19 01:53:39.452582,2026-01-13 15:45:39.452582,Live,0.5x,True,True,False,True,2.0,True
5611,10097,CNN,Series,Set-top Box,Cellular,119,SD,2160p,2.0,2025-03-30 16:35:39.452582,2025-04-19 19:01:39.452582,2025-04-12 02:12:39.452582,On-Demand,1.5x,True,True,False,True,3.0,True
5612,1040,AMC,Comedy,Mobile App,Home WiFi,151,HD,2160p,6.0,2025-11-26 17:31:39.452582,2025-08-19 10:15:39.452582,2025-10-07 23:14:39.452582,On-Demand,1x,False,True,False,False,2.0,True
5613,12724,ESPN,Movie,Set-top Box,Mobile Network,166,4K,720p,15.0,2025-10-09 16:38:39.452582,2025-07-23 00:34:39.452582,2026-02-21 16:26:39.452582,On-Demand,1x,False,False,True,True,4.0,False
5614,10789,NBC,Documentary,Smart TV,Mobile Network,196,4K,2160p,6.0,2026-02-06 02:12:39.452582,2025-05-03 14:50:39.452582,2026-02-28 01:51:39.452582,On-Demand,1x,False,True,True,True,1.0,False
5615,12349,AMC,Thriller,Mobile App,Mobile Network,36,HD,1080p,12.0,2025-07-12 01:15:39.452582,2025-03-24 12:35:39.452582,2025-08-09 22:28:39.452582,Recorded,0.5x,False,True,False,False,3.0,True
5616,3635,AMC,Movie,Smart TV,Home WiFi,219,SD,480p,8.0,2025-03-24 04:18:39.452582,2025-09-17 06:09:39.452582,2025-08-20 16:13:39.452582,Recorded,1.5x,True,True,False,True,4.0,True
5617,8686,Showtime,Movie,Laptop,Home WiFi,19,SD,480p,7.0,2026-02-14 05:37:39.452582,2025-04-13 10:44:39.452582,2026-01-29 09:00:39.452582,Recorded,1x,False,True,True,False,,False
5618,11113,CNN,Series,Mobile App,Guest WiFi,151,4K,720p,5.0,2025-12-03 04:43:39.452582,2026-03-10 23:48:39.452582,2025-04-20 09:11:39.452582,On-Demand,1.5x,False,True,True,False,5.0,False
5619,6634,Disney+,News,Laptop,Cellular,224,4K,480p,6.0,2025-06-22 15:31:39.452582,2025-06-20 03:52:39.452582,2025-07-07 12:28:39.452582,On-Demand,0.5x,True,True,True,False,5.0,True
5620,8921,Disney+,Sports,Tablet,Home WiFi,29,SD,2160p,8.0,2026-01-07 08:25:39.452582,2025-11-18 13:27:39.452582,2025-11-18 07:35:39.452582,On-Demand,1.5x,False,True,True,True,5.0,False
5621,1348,AMC,Comedy,Tablet,Mobile Network,113,SD,2160p,14.0,2025-11-20 06:04:39.452582,2026-02-03 19:10:39.452582,2025-08-26 21:08:39.452582,Live,2x,True,False,False,False,4.0,True
5622,7110,ESPN,Animation,Set-top Box,Cellular,124,4K,720p,14.0,2025-08-30 14:31:39.452582,2025-09-16 13:16:39.452582,2025-05-06 11:18:39.452582,Recorded,1x,True,True,False,False,1.0,False
5623,11432,Showtime,News,Smart TV,Mobile Network,103,4K,480p,8.0,2025-08-18 23:44:39.452582,2025-04-06 05:53:39.452582,2026-02-27 18:54:39.452582,Live,1.5x,False,True,False,False,4.0,True
5624,11696,Discovery Channel,Documentary,Mobile App,Guest WiFi,123,SD,2160p,,2025-04-08 06:53:39.452582,2026-02-05 21:30:39.452582,2025-03-30 12:03:39.452582,Live,2x,False,False,False,False,2.0,True
5625,10237,ESPN,Series,Smart TV,Guest WiFi,33,4K,2160p,7.0,2025-12-02 16:22:39.452582,2026-03-10 12:44:39.452582,2025-06-14 16:14:39.452582,Recorded,1.5x,False,True,True,False,5.0,True
5626,11189,ESPN,Thriller,Set-top Box,Guest WiFi,71,SD,720p,15.0,2025-09-14 12:15:39.452582,2025-11-27 15:39:39.452582,2025-05-21 15:16:39.452582,Recorded,1.5x,False,True,False,True,3.0,True
5627,11694,Local Channel,Series,Set-top Box,Mobile Network,129,SD,480p,14.0,2025-03-14 18:41:39.452582,2025-06-05 18:25:39.452582,2025-08-05 05:44:39.452582,Recorded,2x,True,False,True,True,4.0,True
5628,8997,Netflix,Sports,Tablet,Cellular,67,4K,480p,0.0,2025-12-25 23:59:39.452582,2025-09-12 20:44:39.452582,2025-08-16 12:02:39.452582,Recorded,1x,False,True,True,False,4.0,True
5629,9303,AMC,Movie,Set-top Box,Mobile Network,53,HD,720p,3.0,2025-04-19 23:19:39.452582,2025-10-08 21:27:39.452582,2026-02-21 15:48:39.452582,Recorded,2x,False,True,False,True,2.0,True
5630,10629,CNN,Talk Show,Set-top Box,Mobile Network,96,4K,2160p,5.0,2025-11-17 02:14:39.452582,2025-09-29 12:11:39.452582,2025-07-22 15:18:39.452582,On-Demand,1x,True,False,False,False,2.0,True
5631,8172,Netflix,Comedy,Smart TV,Home WiFi,44,SD,1080p,9.0,2025-12-15 18:14:39.452582,2025-04-20 23:07:39.452582,2025-09-17 22:04:39.452582,Recorded,2x,True,False,True,False,2.0,False
5632,5546,AMC,Documentary,Mobile App,Home WiFi,143,SD,480p,1.0,2026-03-01 22:04:39.452582,2025-06-05 01:59:39.452582,2025-10-09 04:39:39.452582,On-Demand,1.5x,False,True,False,False,,False
5633,6118,NBC,Sports,Tablet,Mobile Network,15,HD,720p,6.0,2025-03-24 16:52:39.452582,2025-07-24 21:31:39.452582,2026-01-08 08:54:39.452582,Live,1x,False,True,False,False,5.0,False
5634,8346,HBO,Series,Set-top Box,Home WiFi,238,4K,720p,4.0,2026-02-05 20:34:39.452582,2025-08-22 07:05:39.452582,2025-04-24 14:28:39.452582,Recorded,2x,True,False,True,False,,True
5635,9929,AMC,Sports,Laptop,Cellular,233,4K,720p,12.0,2025-11-04 04:21:39.452582,2025-08-21 19:43:39.452582,2026-01-12 19:10:39.452582,On-Demand,2x,False,True,True,True,4.0,True
5636,12847,AMC,Thriller,Smart TV,Guest WiFi,118,4K,720p,9.0,2025-11-16 13:26:39.452582,2026-01-11 12:17:39.452582,2026-02-28 19:11:39.452582,Live,0.5x,False,False,False,False,5.0,False
5637,12254,CNN,Animation,Laptop,Cellular,149,HD,480p,11.0,2025-12-23 23:08:39.452582,2025-03-26 07:31:39.452582,2026-01-15 08:20:39.452582,On-Demand,1.5x,True,True,False,True,2.0,True
5638,4107,Discovery Channel,Talk Show,Smart TV,Mobile Network,95,HD,1080p,15.0,2025-11-16 17:14:39.452582,2025-05-03 23:19:39.452582,2025-11-01 20:46:39.452582,Recorded,1x,True,False,False,True,1.0,True
5639,4708,Showtime,Series,Smart TV,Cellular,95,4K,1080p,10.0,2025-04-14 02:42:39.452582,2025-04-02 16:35:39.452582,2025-05-07 21:24:39.452582,On-Demand,1.5x,False,True,False,False,5.0,True
5640,7365,HBO,Thriller,Smart TV,Guest WiFi,235,4K,2160p,8.0,2025-03-31 07:07:39.452582,2026-01-20 22:10:39.452582,2026-01-12 16:57:39.452582,On-Demand,1x,False,False,False,False,4.0,False
5641,5722,Netflix,Drama,Set-top Box,Cellular,183,HD,2160p,13.0,2025-10-22 01:59:39.452582,2025-04-18 02:52:39.452582,2025-04-29 10:21:39.452582,Live,0.5x,False,True,False,False,2.0,False
5642,11693,Disney+,Thriller,Set-top Box,Home WiFi,143,SD,720p,13.0,2025-08-12 19:56:39.452582,2025-04-24 13:32:39.452582,2025-07-18 05:04:39.452582,Recorded,0.5x,True,False,False,True,5.0,False
5643,1220,FOX News,Movie,Tablet,Mobile Network,9,HD,720p,5.0,2025-07-01 23:35:39.452582,2025-06-02 22:21:39.452582,2025-07-29 21:07:39.452582,On-Demand,0.5x,False,True,True,True,3.0,True
5644,3598,CNN,Series,Laptop,Cellular,74,4K,480p,9.0,2025-07-09 01:55:39.452582,2026-01-17 23:49:39.452582,2026-03-02 08:23:39.452582,Live,1x,True,False,False,False,5.0,False
5645,10178,Discovery Channel,Animation,Mobile App,Home WiFi,49,4K,480p,5.0,2025-09-20 22:56:39.452582,2025-03-20 18:43:39.452582,2025-04-24 22:41:39.452582,Live,2x,True,False,False,False,2.0,False
5646,11091,CBS,Documentary,Laptop,Home WiFi,102,SD,480p,1.0,2025-04-29 23:50:39.452582,2025-07-16 21:54:39.452582,2026-02-28 20:34:39.452582,Recorded,1.5x,True,False,False,False,4.0,True
5647,1607,Disney+,Animation,Tablet,Home WiFi,89,4K,2160p,3.0,2025-09-06 10:52:39.452582,2025-07-02 16:35:39.452582,2026-02-12 19:38:39.452582,Live,2x,False,False,False,False,3.0,False
5648,6598,Local Channel,Series,Tablet,Guest WiFi,175,HD,720p,14.0,2025-05-22 11:07:39.452582,2025-06-22 08:43:39.452582,2025-06-26 15:34:39.452582,On-Demand,1.5x,True,False,True,True,4.0,True
5649,8201,NBC,Sports,Mobile App,Cellular,6,SD,720p,0.0,2025-04-24 08:00:39.452582,2025-05-04 18:39:39.452582,2025-11-20 23:10:39.452582,On-Demand,2x,True,True,False,False,1.0,True
5650,9527,NBC,Movie,Smart TV,Guest WiFi,234,4K,720p,0.0,2025-09-01 23:21:39.452582,2025-10-31 10:26:39.452582,2025-09-08 10:05:39.452582,On-Demand,1.5x,False,True,True,True,3.0,True
5651,8481,Netflix,Series,Mobile App,Mobile Network,44,4K,480p,,2025-09-21 12:49:39.452582,2025-12-10 12:40:39.452582,2025-06-30 15:30:39.452582,Live,0.5x,False,False,True,True,2.0,False
5652,2206,HGTV,Documentary,Laptop,Cellular,170,4K,1080p,2.0,2025-05-31 15:35:39.452582,2025-03-30 08:08:39.452582,2025-12-14 03:11:39.452582,Live,0.5x,False,False,True,False,1.0,True
5653,1534,Disney+,Drama,Set-top Box,Home WiFi,221,SD,720p,6.0,2025-03-24 04:13:39.452582,2026-02-13 08:27:39.452582,2025-04-16 06:06:39.452582,Recorded,2x,False,False,False,True,5.0,True
5654,2430,ESPN,Sports,Tablet,Home WiFi,70,4K,480p,3.0,2025-09-16 02:18:39.452582,2026-03-04 03:09:39.452582,2025-07-29 12:07:39.452582,On-Demand,2x,False,True,False,False,2.0,True
5655,3850,ABC,News,Set-top Box,Cellular,102,HD,720p,8.0,2025-11-08 18:12:39.452582,2025-09-14 09:19:39.452582,2025-11-24 12:27:39.452582,On-Demand,1x,False,False,False,True,5.0,False
5656,11345,Netflix,Movie,Mobile App,Home WiFi,61,4K,480p,6.0,2025-04-11 20:04:39.452582,2026-02-19 17:02:39.452582,2025-11-10 19:22:39.452582,Recorded,1x,True,False,False,False,,True
5657,1666,HGTV,Series,Tablet,Guest WiFi,66,4K,2160p,4.0,2025-08-16 13:44:39.452582,2025-09-12 13:21:39.452582,2025-12-22 10:58:39.452582,Live,1x,False,True,True,True,4.0,False
5658,9412,FOX News,Movie,Laptop,Guest WiFi,224,HD,720p,7.0,2025-08-15 10:34:39.452582,2025-06-05 01:48:39.452582,2025-08-09 15:23:39.452582,On-Demand,2x,False,False,False,False,3.0,True
5659,2387,HGTV,News,Set-top Box,Mobile Network,206,SD,480p,6.0,2025-06-22 08:04:39.452582,2025-06-20 02:58:39.452582,2025-09-14 12:08:39.452582,On-Demand,1.5x,True,True,False,False,1.0,False
5660,10967,AMC,Animation,Mobile App,Home WiFi,107,HD,2160p,14.0,2025-11-10 01:23:39.452582,2025-10-05 22:26:39.452582,2025-04-06 12:58:39.452582,Live,0.5x,True,True,False,True,5.0,True
5661,3228,Local Channel,Reality TV,Mobile App,Home WiFi,216,4K,480p,3.0,2025-09-25 11:45:39.452582,2026-01-21 02:34:39.452582,2025-09-02 18:33:39.452582,On-Demand,0.5x,True,True,True,False,4.0,False
5662,1534,HBO,Thriller,Set-top Box,Mobile Network,12,HD,480p,13.0,2025-04-25 05:41:39.452582,2025-08-13 18:37:39.452582,2025-05-08 07:03:39.452582,Recorded,0.5x,True,True,True,True,1.0,False
5663,10127,NBC,Talk Show,Mobile App,Cellular,187,SD,1080p,7.0,2025-05-23 10:09:39.452582,2025-10-23 11:37:39.452582,2025-04-11 09:52:39.452582,Recorded,2x,True,True,False,True,1.0,True
5664,11844,Disney+,Series,Set-top Box,Mobile Network,145,4K,720p,4.0,2025-09-06 02:21:39.452582,2025-11-26 23:01:39.452582,2025-06-07 06:46:39.452582,Live,1.5x,True,False,False,False,,False
5665,9032,NBC,Animation,Smart TV,Guest WiFi,79,4K,720p,12.0,2025-06-28 15:43:39.452582,2025-07-22 19:18:39.452582,2025-06-06 21:40:39.452582,Live,1x,True,False,True,False,,True
5666,4887,Showtime,Comedy,Laptop,Home WiFi,115,SD,1080p,13.0,2025-09-23 14:13:39.452582,2025-03-17 17:15:39.452582,2025-05-24 12:05:39.452582,On-Demand,0.5x,True,True,True,True,2.0,True
5667,1954,Showtime,Comedy,Mobile App,Mobile Network,210,SD,720p,1.0,2026-02-25 18:44:39.452582,2025-07-01 15:59:39.452582,2025-06-27 21:27:39.452582,Live,1x,True,False,False,False,5.0,True
5668,4827,HGTV,Animation,Set-top Box,Cellular,239,SD,1080p,3.0,2026-03-10 11:57:39.452582,2025-07-16 17:28:39.452582,2025-11-07 17:56:39.452582,Live,1x,True,False,True,True,3.0,True
5669,8192,Showtime,Talk Show,Tablet,Guest WiFi,71,SD,480p,2.0,2025-04-20 03:47:39.452582,2025-11-01 00:12:39.452582,2026-02-17 20:59:39.452582,Live,1.5x,False,False,True,False,5.0,True
5670,1484,Disney+,Talk Show,Smart TV,Cellular,94,HD,720p,6.0,2025-09-21 07:03:39.452582,2025-08-04 19:30:39.452582,2026-02-12 20:33:39.452582,Live,2x,False,True,False,True,3.0,True
5671,12877,CBS,Drama,Laptop,Mobile Network,95,SD,720p,,2025-12-13 17:35:39.452582,2025-08-24 22:23:39.452582,2025-10-13 19:56:39.452582,On-Demand,1.5x,False,False,True,False,,False
5672,6640,FOX News,Reality TV,Tablet,Home WiFi,129,HD,1080p,13.0,2025-10-14 00:42:39.452582,2026-03-09 01:39:39.452582,2025-05-14 13:19:39.452582,Live,1x,False,True,False,True,5.0,False
5673,2509,Netflix,Comedy,Mobile App,Home WiFi,211,HD,1080p,4.0,2025-11-27 22:50:39.452582,2026-01-10 09:47:39.452582,2025-04-06 21:16:39.452582,On-Demand,1x,False,True,False,True,,False
5674,1656,ABC,Drama,Mobile App,Guest WiFi,57,HD,480p,2.0,2025-09-16 09:12:39.452582,2025-09-19 06:30:39.452582,2025-12-28 02:45:39.452582,On-Demand,2x,False,True,False,False,,True
5675,4809,Showtime,Animation,Smart TV,Guest WiFi,154,HD,2160p,11.0,2026-01-26 03:25:39.452582,2025-12-02 16:49:39.452582,2025-10-20 08:51:39.452582,Live,1.5x,True,True,True,False,2.0,True
5676,10149,ABC,Talk Show,Mobile App,Home WiFi,236,SD,2160p,3.0,2025-05-12 14:32:39.452582,2025-09-09 17:32:39.452582,2025-06-26 02:24:39.452582,On-Demand,0.5x,True,True,False,True,,False
5677,7822,HGTV,Drama,Laptop,Mobile Network,124,4K,720p,2.0,2025-11-12 19:34:39.452582,2025-06-12 14:21:39.452582,2025-03-25 20:17:39.452582,On-Demand,0.5x,False,True,True,True,3.0,False
5678,10635,HBO,Series,Tablet,Mobile Network,29,4K,720p,6.0,2026-02-05 19:03:39.452582,2025-10-12 19:43:39.452582,2025-11-24 17:59:39.452582,Recorded,1x,False,True,False,False,4.0,False
5679,9999,CBS,Animation,Mobile App,Cellular,93,SD,480p,6.0,2026-02-22 21:38:39.452582,2025-06-13 22:19:39.452582,2025-11-25 07:17:39.452582,Recorded,2x,False,False,True,False,5.0,False
5680,2510,Showtime,Documentary,Smart TV,Mobile Network,32,4K,2160p,1.0,2025-08-01 07:41:39.452582,2025-10-11 00:16:39.452582,2025-03-15 16:38:39.452582,On-Demand,1x,False,False,False,False,2.0,True
5681,10350,ESPN,Reality TV,Smart TV,Home WiFi,41,SD,2160p,5.0,2025-08-24 11:06:39.452582,2026-01-16 17:57:39.452582,2025-05-13 06:22:39.452582,On-Demand,2x,True,True,False,False,1.0,False
5682,1256,FOX News,Series,Tablet,Guest WiFi,130,SD,1080p,2.0,2026-01-24 04:17:39.452582,2026-01-29 15:44:39.452582,2025-04-27 03:10:39.452582,On-Demand,1.5x,False,False,True,True,4.0,False
5683,4684,ESPN,Thriller,Set-top Box,Cellular,178,4K,480p,1.0,2026-03-12 10:44:39.452582,2025-05-28 02:43:39.452582,2025-03-17 17:31:39.452582,On-Demand,0.5x,True,True,True,True,1.0,True
5684,4875,ABC,Sports,Mobile App,Guest WiFi,59,HD,1080p,10.0,2025-10-02 09:38:39.452582,2025-08-28 15:04:39.452582,2025-04-05 21:39:39.452582,On-Demand,0.5x,False,True,True,False,1.0,False
5685,2927,CNN,Movie,Laptop,Cellular,116,SD,2160p,6.0,2025-06-08 19:55:39.452582,2025-08-15 07:44:39.452582,2026-01-23 17:42:39.452582,Live,1x,False,True,False,False,,True
5686,9608,ABC,News,Mobile App,Home WiFi,235,4K,720p,9.0,2026-02-10 18:20:39.452582,2025-12-29 13:21:39.452582,2025-12-01 17:26:39.452582,Recorded,0.5x,False,True,True,False,,False
5687,10125,CNN,News,Mobile App,Home WiFi,161,SD,480p,10.0,2026-01-31 04:48:39.452582,2025-05-31 13:21:39.452582,2025-09-03 15:25:39.452582,On-Demand,0.5x,True,False,False,True,4.0,True
5688,7257,Disney+,Comedy,Mobile App,Home WiFi,186,SD,1080p,9.0,2025-11-16 14:07:39.452582,2025-07-17 01:32:39.452582,2026-02-05 02:16:39.452582,On-Demand,0.5x,False,False,True,True,5.0,False
5689,11547,Disney+,Thriller,Set-top Box,Cellular,101,4K,1080p,10.0,2026-01-10 10:30:39.452582,2026-02-12 19:57:39.452582,2025-08-20 22:27:39.452582,Recorded,1.5x,False,True,True,False,2.0,False
